id,title,slug,tags
2092,Find All People With Secret,find-all-people-with-secret,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph', 'Sorting']"
2093,Minimum Cost to Reach City With Discounts,minimum-cost-to-reach-city-with-discounts,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']"
2094,Finding 3-Digit Even Numbers,finding-3-digit-even-numbers,"['Array', 'Hash Table', 'Sorting', 'Enumeration']"
2095,Delete the Middle Node of a Linked List,delete-the-middle-node-of-a-linked-list,"['Linked List', 'Two Pointers']"
2096,Step-By-Step Directions From a Binary Tree Node to Another,step-by-step-directions-from-a-binary-tree-node-to-another,"['String', 'Tree', 'Depth-First Search', 'Binary Tree']"
2097,Valid Arrangement of Pairs,valid-arrangement-of-pairs,"['Depth-First Search', 'Graph', 'Eulerian Circuit']"
2098,Subsequence of Size K With the Largest Even Sum,subsequence-of-size-k-with-the-largest-even-sum,"['Array', 'Greedy', 'Sorting']"
2099,Find Subsequence of Length K With the Largest Sum,find-subsequence-of-length-k-with-the-largest-sum,"['Array', 'Hash Table', 'Sorting', 'Heap (Priority Queue)']"
2100,Find Good Days to Rob the Bank,find-good-days-to-rob-the-bank,"['Array', 'Dynamic Programming', 'Prefix Sum']"
2101,Detonate the Maximum Bombs,detonate-the-maximum-bombs,"['Array', 'Math', 'Depth-First Search', 'Breadth-First Search', 'Graph', 'Geometry']"
2102,Sequentially Ordinal Rank Tracker,sequentially-ordinal-rank-tracker,"['Design', 'Heap (Priority Queue)', 'Data Stream', 'Ordered Set']"
2103,Rings and Rods,rings-and-rods,"['Hash Table', 'String']"
2104,Sum of Subarray Ranges,sum-of-subarray-ranges,"['Array', 'Stack', 'Monotonic Stack']"
2105,Watering Plants II,watering-plants-ii,"['Array', 'Two Pointers', 'Simulation']"
2106,Maximum Fruits Harvested After at Most K Steps,maximum-fruits-harvested-after-at-most-k-steps,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']"
2107,Number of Unique Flavors After Sharing K Candies,number-of-unique-flavors-after-sharing-k-candies,"['Array', 'Hash Table', 'Sliding Window']"
2108,Find First Palindromic String in the Array,find-first-palindromic-string-in-the-array,"['Array', 'Two Pointers', 'String']"
2109,Adding Spaces to a String,adding-spaces-to-a-string,"['Array', 'Two Pointers', 'String', 'Simulation']"
2110,Number of Smooth Descent Periods of a Stock,number-of-smooth-descent-periods-of-a-stock,"['Array', 'Math', 'Dynamic Programming']"
2111,Minimum Operations to Make the Array K-Increasing,minimum-operations-to-make-the-array-k-increasing,"['Array', 'Binary Search']"
2112,The Airport With the Most Traffic,the-airport-with-the-most-traffic,['Database']
2113,Elements in Array After Removing and Replacing Elements,elements-in-array-after-removing-and-replacing-elements,['Array']
2114,Maximum Number of Words Found in Sentences,maximum-number-of-words-found-in-sentences,"['Array', 'String']"
2115,Find All Possible Recipes from Given Supplies,find-all-possible-recipes-from-given-supplies,"['Array', 'Hash Table', 'String', 'Graph', 'Topological Sort']"
2116,Check if a Parentheses String Can Be Valid,check-if-a-parentheses-string-can-be-valid,"['String', 'Stack', 'Greedy']"
2117,Abbreviating the Product of a Range,abbreviating-the-product-of-a-range,['Math']
2118,Build the Equation,build-the-equation,['Database']
2119,A Number After a Double Reversal,a-number-after-a-double-reversal,['Math']
2120,Execution of All Suffix Instructions Staying in a Grid,execution-of-all-suffix-instructions-staying-in-a-grid,"['String', 'Simulation']"
2121,Intervals Between Identical Elements,intervals-between-identical-elements,"['Array', 'Hash Table', 'Prefix Sum']"
2122,Recover the Original Array,recover-the-original-array,"['Array', 'Hash Table', 'Two Pointers', 'Sorting', 'Enumeration']"
2123,Minimum Operations to Remove Adjacent Ones in Matrix,minimum-operations-to-remove-adjacent-ones-in-matrix,"['Array', 'Graph', 'Matrix']"
2124,Check if All A's Appears Before All B's,check-if-all-as-appears-before-all-bs,['String']
2125,Number of Laser Beams in a Bank,number-of-laser-beams-in-a-bank,"['Array', 'Math', 'String', 'Matrix']"
2126,Destroying Asteroids,destroying-asteroids,"['Array', 'Greedy', 'Sorting']"
2127,Maximum Employees to Be Invited to a Meeting,maximum-employees-to-be-invited-to-a-meeting,"['Depth-First Search', 'Graph', 'Topological Sort']"
2128,Remove All Ones With Row and Column Flips,remove-all-ones-with-row-and-column-flips,"['Array', 'Math', 'Bit Manipulation', 'Matrix']"
2129,Capitalize the Title,capitalize-the-title,['String']
2130,Maximum Twin Sum of a Linked List,maximum-twin-sum-of-a-linked-list,"['Linked List', 'Two Pointers', 'Stack']"
2131,Longest Palindrome by Concatenating Two Letter Words,longest-palindrome-by-concatenating-two-letter-words,"['Array', 'Hash Table', 'String', 'Greedy', 'Counting']"
2132,Stamping the Grid,stamping-the-grid,"['Array', 'Greedy', 'Matrix', 'Prefix Sum']"
2133,Check if Every Row and Column Contains All Numbers,check-if-every-row-and-column-contains-all-numbers,"['Array', 'Hash Table', 'Matrix']"
2134,Minimum Swaps to Group All 1's Together II,minimum-swaps-to-group-all-1s-together-ii,"['Array', 'Sliding Window']"
2135,Count Words Obtained After Adding a Letter,count-words-obtained-after-adding-a-letter,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Sorting']"
2136,Earliest Possible Day of Full Bloom,earliest-possible-day-of-full-bloom,"['Array', 'Greedy', 'Sorting']"
2137,Pour Water Between Buckets to Make Water Levels Equal,pour-water-between-buckets-to-make-water-levels-equal,"['Array', 'Binary Search']"
2138,Divide a String Into Groups of Size k,divide-a-string-into-groups-of-size-k,"['String', 'Simulation']"
2139,Minimum Moves to Reach Target Score,minimum-moves-to-reach-target-score,"['Math', 'Greedy']"
2140,Solving Questions With Brainpower,solving-questions-with-brainpower,"['Array', 'Dynamic Programming']"
2141,Maximum Running Time of N Computers,maximum-running-time-of-n-computers,"['Array', 'Binary Search', 'Greedy', 'Sorting']"
2142,The Number of Passengers in Each Bus I,the-number-of-passengers-in-each-bus-i,['Database']
2143,Choose Numbers From Two Arrays in Range,choose-numbers-from-two-arrays-in-range,"['Array', 'Dynamic Programming']"
2144,Minimum Cost of Buying Candies With Discount,minimum-cost-of-buying-candies-with-discount,"['Array', 'Greedy', 'Sorting']"
2145,Count the Hidden Sequences,count-the-hidden-sequences,"['Array', 'Prefix Sum']"
2146,K Highest Ranked Items Within a Price Range,k-highest-ranked-items-within-a-price-range,"['Array', 'Breadth-First Search', 'Sorting', 'Heap (Priority Queue)', 'Matrix']"
2147,Number of Ways to Divide a Long Corridor,number-of-ways-to-divide-a-long-corridor,"['Math', 'String', 'Dynamic Programming']"
2148,Count Elements With Strictly Smaller and Greater Elements ,count-elements-with-strictly-smaller-and-greater-elements,"['Array', 'Sorting', 'Counting']"
2149,Rearrange Array Elements by Sign,rearrange-array-elements-by-sign,"['Array', 'Two Pointers', 'Simulation']"
2150,Find All Lonely Numbers in the Array,find-all-lonely-numbers-in-the-array,"['Array', 'Hash Table', 'Counting']"
2151,Maximum Good People Based on Statements,maximum-good-people-based-on-statements,"['Array', 'Backtracking', 'Bit Manipulation', 'Enumeration']"
2152,Minimum Number of Lines to Cover Points,minimum-number-of-lines-to-cover-points,"['Array', 'Hash Table', 'Math', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Geometry', 'Bitmask']"
2153,The Number of Passengers in Each Bus II,the-number-of-passengers-in-each-bus-ii,['Database']
2154,Keep Multiplying Found Values by Two,keep-multiplying-found-values-by-two,"['Array', 'Hash Table', 'Sorting', 'Simulation']"
2155,All Divisions With the Highest Score of a Binary Array,all-divisions-with-the-highest-score-of-a-binary-array,['Array']
2156,Find Substring With Given Hash Value,find-substring-with-given-hash-value,"['String', 'Sliding Window', 'Rolling Hash', 'Hash Function']"
2157,Groups of Strings,groups-of-strings,"['String', 'Bit Manipulation', 'Union Find']"
2158,Amount of New Area Painted Each Day,amount-of-new-area-painted-each-day,"['Array', 'Segment Tree', 'Ordered Set']"
2159,Order Two Columns Independently,order-two-columns-independently,['Database']
2160,Minimum Sum of Four Digit Number After Splitting Digits,minimum-sum-of-four-digit-number-after-splitting-digits,"['Math', 'Greedy', 'Sorting']"
2161,Partition Array According to Given Pivot,partition-array-according-to-given-pivot,"['Array', 'Two Pointers', 'Simulation']"
2162,Minimum Cost to Set Cooking Time,minimum-cost-to-set-cooking-time,"['Math', 'Enumeration']"
2163,Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,"['Array', 'Dynamic Programming', 'Heap (Priority Queue)']"
2164,Sort Even and Odd Indices Independently,sort-even-and-odd-indices-independently,"['Array', 'Sorting']"
2165,Smallest Value of the Rearranged Number,smallest-value-of-the-rearranged-number,"['Math', 'Sorting']"
2166,Design Bitset,design-bitset,"['Array', 'Hash Table', 'String', 'Design']"
2167,Minimum Time to Remove All Cars Containing Illegal Goods,minimum-time-to-remove-all-cars-containing-illegal-goods,"['String', 'Dynamic Programming']"
2168,Unique Substrings With Equal Digit Frequency,unique-substrings-with-equal-digit-frequency,"['Hash Table', 'String', 'Rolling Hash', 'Counting', 'Hash Function']"
2169,Count Operations to Obtain Zero,count-operations-to-obtain-zero,"['Math', 'Simulation']"
2170,Minimum Operations to Make the Array Alternating,minimum-operations-to-make-the-array-alternating,"['Array', 'Hash Table', 'Greedy', 'Counting']"
2171,Removing Minimum Number of Magic Beans,removing-minimum-number-of-magic-beans,"['Array', 'Greedy', 'Sorting', 'Enumeration', 'Prefix Sum']"
2172,Maximum AND Sum of Array,maximum-and-sum-of-array,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
2173,Longest Winning Streak,longest-winning-streak,['Database']
2174,Remove All Ones With Row and Column Flips II,remove-all-ones-with-row-and-column-flips-ii,"['Array', 'Bit Manipulation', 'Breadth-First Search', 'Matrix']"
2175,The Change in Global Rankings,the-change-in-global-rankings,['Database']
2176,Count Equal and Divisible Pairs in an Array,count-equal-and-divisible-pairs-in-an-array,['Array']
2177,Find Three Consecutive Integers That Sum to a Given Number,find-three-consecutive-integers-that-sum-to-a-given-number,"['Math', 'Simulation']"
2178,Maximum Split of Positive Even Integers,maximum-split-of-positive-even-integers,"['Math', 'Backtracking', 'Greedy']"
2179,Count Good Triplets in an Array,count-good-triplets-in-an-array,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
2180,Count Integers With Even Digit Sum,count-integers-with-even-digit-sum,"['Math', 'Simulation']"
2181,Merge Nodes in Between Zeros,merge-nodes-in-between-zeros,"['Linked List', 'Simulation']"
2182,Construct String With Repeat Limit,construct-string-with-repeat-limit,"['Hash Table', 'String', 'Greedy', 'Heap (Priority Queue)', 'Counting']"
2183,Count Array Pairs Divisible by K,count-array-pairs-divisible-by-k,"['Array', 'Math', 'Number Theory']"
2184,Number of Ways to Build Sturdy Brick Wall,number-of-ways-to-build-sturdy-brick-wall,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
2185,Counting Words With a Given Prefix,counting-words-with-a-given-prefix,"['Array', 'String', 'String Matching']"
2186,Minimum Number of Steps to Make Two Strings Anagram II,minimum-number-of-steps-to-make-two-strings-anagram-ii,"['Hash Table', 'String', 'Counting']"
2187,Minimum Time to Complete Trips,minimum-time-to-complete-trips,"['Array', 'Binary Search']"
2188,Minimum Time to Finish the Race,minimum-time-to-finish-the-race,"['Array', 'Dynamic Programming']"
2189,Number of Ways to Build House of Cards,number-of-ways-to-build-house-of-cards,"['Math', 'Dynamic Programming']"
2190,Most Frequent Number Following Key In an Array,most-frequent-number-following-key-in-an-array,"['Array', 'Hash Table', 'Counting']"
2191,Sort the Jumbled Numbers,sort-the-jumbled-numbers,"['Array', 'Sorting']"
2192,All Ancestors of a Node in a Directed Acyclic Graph,all-ancestors-of-a-node-in-a-directed-acyclic-graph,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']"
2193,Minimum Number of Moves to Make Palindrome,minimum-number-of-moves-to-make-palindrome,"['Two Pointers', 'String', 'Greedy', 'Binary Indexed Tree']"
2194,Cells in a Range on an Excel Sheet,cells-in-a-range-on-an-excel-sheet,['String']
2195,Append K Integers With Minimal Sum,append-k-integers-with-minimal-sum,"['Array', 'Math', 'Greedy', 'Sorting']"
2196,Create Binary Tree From Descriptions,create-binary-tree-from-descriptions,"['Array', 'Hash Table', 'Tree', 'Binary Tree']"
2197,Replace Non-Coprime Numbers in Array,replace-non-coprime-numbers-in-array,"['Array', 'Math', 'Stack', 'Number Theory']"
2198,Number of Single Divisor Triplets,number-of-single-divisor-triplets,['Math']
2199,Finding the Topic of Each Post,finding-the-topic-of-each-post,['Database']
2200,Find All K-Distant Indices in an Array,find-all-k-distant-indices-in-an-array,"['Array', 'Two Pointers']"
2201,Count Artifacts That Can Be Extracted,count-artifacts-that-can-be-extracted,"['Array', 'Hash Table', 'Simulation']"
2202,Maximize the Topmost Element After K Moves,maximize-the-topmost-element-after-k-moves,"['Array', 'Greedy']"
2203,Minimum Weighted Subgraph With the Required Paths,minimum-weighted-subgraph-with-the-required-paths,"['Graph', 'Shortest Path']"
2204,Distance to a Cycle in Undirected Graph,distance-to-a-cycle-in-undirected-graph,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
2205,The Number of Users That Are Eligible for Discount,the-number-of-users-that-are-eligible-for-discount,['Database']
2206,Divide Array Into Equal Pairs,divide-array-into-equal-pairs,"['Array', 'Hash Table', 'Bit Manipulation', 'Counting']"
2207,Maximize Number of Subsequences in a String,maximize-number-of-subsequences-in-a-string,"['String', 'Greedy', 'Prefix Sum']"
2208,Minimum Operations to Halve Array Sum,minimum-operations-to-halve-array-sum,"['Array', 'Greedy', 'Heap (Priority Queue)']"
2209,Minimum White Tiles After Covering With Carpets,minimum-white-tiles-after-covering-with-carpets,"['String', 'Dynamic Programming', 'Prefix Sum']"
2210,Count Hills and Valleys in an Array,count-hills-and-valleys-in-an-array,['Array']
2211,Count Collisions on a Road,count-collisions-on-a-road,"['String', 'Stack', 'Simulation']"
2212,Maximum Points in an Archery Competition,maximum-points-in-an-archery-competition,"['Array', 'Backtracking', 'Bit Manipulation', 'Enumeration']"
2213,Longest Substring of One Repeating Character,longest-substring-of-one-repeating-character,"['Array', 'String', 'Segment Tree', 'Ordered Set']"
2214,Minimum Health to Beat Game,minimum-health-to-beat-game,"['Array', 'Greedy']"
2215,Find the Difference of Two Arrays,find-the-difference-of-two-arrays,"['Array', 'Hash Table']"
2216,Minimum Deletions to Make Array Beautiful,minimum-deletions-to-make-array-beautiful,"['Array', 'Stack', 'Greedy']"
2217,Find Palindrome With Fixed Length,find-palindrome-with-fixed-length,"['Array', 'Math']"
2218,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,"['Array', 'Dynamic Programming', 'Prefix Sum']"
